week_date,region,platform,segment,customer_type,transactions,sales,week_number,month_number,calendar_year,age_band,demographic,avg_transaction
2020-07-06,AFRICA,Shopify,F3,Existing,2090,439785,28,7,2020,Retirees,Families,210.42
2020-07-06,SOUTH AMERICA,Retail,F3,Existing,1424,69555,28,7,2020,Retirees,Families,48.84
2020-07-06,USA,Shopify,C2,Existing,1332,258887,28,7,2020,Middle Aged,Couples,194.36
2020-07-06,USA,Retail,C2,Existing,44601,2195016,28,7,2020,Middle Aged,Couples,49.21
2020-07-06,AFRICA,Retail,unknown,Existing,34365,1555479,28,7,2020,unknown,unknown,45.26
2020-07-06,USA,Retail,unknown,New,21634,924200,28,7,2020,unknown,unknown,42.72
2020-07-06,USA,Shopify,F1,New,108,15166,28,7,2020,Young Adults,Families,140.43
2020-07-06,ASIA,Retail,C3,New,115402,3429645,28,7,2020,Retirees,Couples,29.72
2020-07-06,CANADA,Shopify,unknown,Guest,1439,238360,28,7,2020,unknown,unknown,165.64
2020-07-06,OCEANIA,Retail,unknown,Guest,2399708,63378896,28,7,2020,unknown,unknown,26.41
2020-07-06,ASIA,Retail,F1,New,29087,918354,28,7,2020,Young Adults,Families,31.57
2020-07-06,SOUTH AMERICA,Shopify,unknown,Guest,1710,331218,28,7,2020,unknown,unknown,193.69
2020-07-06,ASIA,Shopify,C3,New,242,37637,28,7,2020,Retirees,Couples,155.52
2020-07-06,OCEANIA,Retail,F2,New,82681,2740820,28,7,2020,Middle Aged,Families,33.15
2020-07-06,USA,Retail,F1,New,11223,426852,28,7,2020,Young Adults,Families,38.03
2020-07-06,EUROPE,Shopify,C2,New,12,2169,28,7,2020,Middle Aged,Couples,180.75
2020-07-06,AFRICA,Retail,C2,New,57277,1761918,28,7,2020,Middle Aged,Couples,30.76
2020-07-06,ASIA,Retail,F3,New,81692,2554247,28,7,2020,Retirees,Families,31.27
2020-07-06,USA,Shopify,F3,Existing,892,183866,28,7,2020,Retirees,Families,206.13
2020-07-06,AFRICA,Retail,C3,New,108717,3797159,28,7,2020,Retirees,Couples,34.93
2020-07-06,AFRICA,Shopify,F3,New,85,13212,28,7,2020,Retirees,Families,155.44
2020-07-06,ASIA,Retail,C4,Existing,112789,4963653,28,7,2020,Retirees,Couples,44.01
2020-07-06,AFRICA,Shopify,F1,Existing,2474,451177,28,7,2020,Young Adults,Families,182.37
2020-07-06,EUROPE,Retail,unknown,Guest,103378,3709096,28,7,2020,unknown,unknown,35.88
2020-07-06,ASIA,Shopify,unknown,New,269,40809,28,7,2020,unknown,unknown,151.71
2020-07-06,EUROPE,Shopify,F1,Existing,124,27063,28,7,2020,Young Adults,Families,218.25
2020-07-06,USA,Retail,unknown,Guest,539669,17021169,28,7,2020,unknown,unknown,31.54
2020-07-06,EUROPE,Retail,unknown,Existing,3013,146709,28,7,2020,unknown,unknown,48.69
2020-07-06,CANADA,Retail,F3,Existing,92060,5192225,28,7,2020,Retirees,Families,56.40
2020-07-06,EUROPE,Retail,C1,New,4674,142232,28,7,2020,Young Adults,Couples,30.43
2020-07-06,EUROPE,Retail,unknown,New,3230,145983,28,7,2020,unknown,unknown,45.20
2020-07-06,SOUTH AMERICA,Retail,unknown,New,1292,46303,28,7,2020,unknown,unknown,35.84
2020-07-06,SOUTH AMERICA,Shopify,F1,New,11,1745,28,7,2020,Young Adults,Families,158.64
2020-07-06,ASIA,Shopify,C4,New,33,4586,28,7,2020,Retirees,Couples,138.97
2020-07-06,EUROPE,Retail,F1,New,952,40385,28,7,2020,Young Adults,Families,42.42
2020-07-06,ASIA,Retail,C2,Existing,131835,5019969,28,7,2020,Middle Aged,Couples,38.08
2020-07-06,EUROPE,Shopify,C3,New,8,1596,28,7,2020,Retirees,Couples,199.50
2020-07-06,ASIA,Shopify,C1,New,211,24942,28,7,2020,Young Adults,Couples,118.21
2020-07-06,OCEANIA,Retail,C3,Existing,342945,16524293,28,7,2020,Retirees,Couples,48.18
2020-07-06,EUROPE,Shopify,C3,Existing,160,53961,28,7,2020,Retirees,Couples,337.26
2020-05-25,USA,Shopify,C3,New,213,27436,22,5,2020,Retirees,Couples,128.81
2020-07-06,SOUTH AMERICA,Retail,C1,Existing,3243,91728,28,7,2020,Young Adults,Couples,28.28
2020-07-06,OCEANIA,Shopify,C1,Existing,2333,406081,28,7,2020,Young Adults,Couples,174.06
2020-07-06,AFRICA,Retail,F2,New,63799,2344198,28,7,2020,Middle Aged,Families,36.74
2020-07-06,OCEANIA,Shopify,C3,Existing,3895,796093,28,7,2020,Retirees,Couples,204.39
2020-07-06,SOUTH AMERICA,Retail,C2,New,927,27950,28,7,2020,Middle Aged,Couples,30.15
2020-07-06,OCEANIA,Shopify,F2,Existing,5368,1086528,28,7,2020,Middle Aged,Families,202.41
2020-07-06,OCEANIA,Shopify,C2,New,589,86961,28,7,2020,Middle Aged,Couples,147.64
2020-07-06,CANADA,Shopify,C4,Existing,94,19118,28,7,2020,Retirees,Couples,203.38
2020-07-06,AFRICA,Shopify,C1,Existing,1458,239295,28,7,2020,Young Adults,Couples,164.13
2020-07-06,ASIA,Retail,unknown,New,61858,2088873,28,7,2020,unknown,unknown,33.77
2020-07-06,EUROPE,Retail,F1,Existing,7074,423729,28,7,2020,Young Adults,Families,59.90
2020-07-06,USA,Retail,F2,Existing,97641,5923390,28,7,2020,Middle Aged,Families,60.66
2020-07-06,SOUTH AMERICA,Retail,F2,Existing,1247,60073,28,7,2020,Middle Aged,Families,48.17
2020-07-06,SOUTH AMERICA,Shopify,C4,New,3,678,28,7,2020,Retirees,Couples,226.00
2020-07-06,ASIA,Retail,F2,New,66633,2146830,28,7,2020,Middle Aged,Families,32.22
2020-07-06,ASIA,Shopify,unknown,Guest,4968,849767,28,7,2020,unknown,unknown,171.05
2020-07-06,USA,Shopify,F2,Existing,1878,380313,28,7,2020,Middle Aged,Families,202.51
2020-07-06,AFRICA,Shopify,F1,New,137,21729,28,7,2020,Young Adults,Families,158.61
2020-07-06,ASIA,Shopify,C3,Existing,1821,355406,28,7,2020,Retirees,Couples,195.17
2020-07-06,OCEANIA,Retail,F2,Existing,330470,17291374,28,7,2020,Middle Aged,Families,52.32
2020-07-06,CANADA,Retail,C1,Existing,55712,2315581,28,7,2020,Young Adults,Couples,41.56
2020-07-06,ASIA,Shopify,F1,Existing,1874,330882,28,7,2020,Young Adults,Families,176.56
2020-07-06,CANADA,Shopify,C2,Existing,629,112146,28,7,2020,Middle Aged,Couples,178.29
2020-07-06,AFRICA,Shopify,F2,Existing,4275,851198,28,7,2020,Middle Aged,Families,199.11
2020-07-06,CANADA,Retail,F2,Existing,59064,3276611,28,7,2020,Middle Aged,Families,55.48
2020-07-06,SOUTH AMERICA,Shopify,C3,Existing,75,15592,28,7,2020,Retirees,Couples,207.89
2020-07-06,AFRICA,Shopify,C4,New,51,7561,28,7,2020,Retirees,Couples,148.25
2020-07-06,USA,Retail,F3,Existing,144909,8883923,28,7,2020,Retirees,Families,61.31
2020-07-06,OCEANIA,Shopify,F1,Existing,3804,716548,28,7,2020,Young Adults,Families,188.37
2020-07-06,OCEANIA,Retail,F3,Existing,536745,29108793,28,7,2020,Retirees,Families,54.23
2020-07-06,CANADA,Shopify,F2,Existing,1148,217025,28,7,2020,Middle Aged,Families,189.05
2020-07-06,AFRICA,Retail,unknown,Guest,1582169,46232992,28,7,2020,unknown,unknown,29.22
2020-07-06,CANADA,Retail,F3,New,17930,635946,28,7,2020,Retirees,Families,35.47
2020-07-06,AFRICA,Retail,F2,Existing,285863,16310453,28,7,2020,Middle Aged,Families,57.06
2020-07-06,AFRICA,Shopify,C2,Existing,2226,435672,28,7,2020,Middle Aged,Couples,195.72
2020-07-06,ASIA,Retail,unknown,Existing,33162,1347139,28,7,2020,unknown,unknown,40.62
2020-07-06,AFRICA,Shopify,F2,New,231,38732,28,7,2020,Middle Aged,Families,167.67
2020-07-06,CANADA,Shopify,F2,New,73,11040,28,7,2020,Middle Aged,Families,151.23
2020-07-06,USA,Shopify,F2,New,140,22390,28,7,2020,Middle Aged,Families,159.93
2020-07-06,AFRICA,Shopify,C3,Existing,2391,483735,28,7,2020,Retirees,Couples,202.31
2020-07-06,CANADA,Shopify,C4,New,13,1477,28,7,2020,Retirees,Couples,113.62
2020-07-06,EUROPE,Shopify,F2,New,6,3291,28,7,2020,Middle Aged,Families,548.50
2020-07-06,ASIA,Shopify,F2,Existing,2575,490012,28,7,2020,Middle Aged,Families,190.30
2020-07-06,SOUTH AMERICA,Shopify,unknown,New,31,5111,28,7,2020,unknown,unknown,164.87
2020-07-06,SOUTH AMERICA,Retail,F2,New,406,14585,28,7,2020,Middle Aged,Families,35.92
2020-07-06,EUROPE,Shopify,F2,Existing,194,41662,28,7,2020,Middle Aged,Families,214.75
2020-07-06,USA,Shopify,C4,Existing,169,31099,28,7,2020,Retirees,Couples,184.02
2020-07-06,EUROPE,Retail,C4,New,1778,76614,28,7,2020,Retirees,Couples,43.09
2020-07-06,CANADA,Retail,unknown,New,13300,535423,28,7,2020,unknown,unknown,40.26
2020-07-06,AFRICA,Shopify,C1,New,236,32526,28,7,2020,Young Adults,Couples,137.82
2020-07-06,EUROPE,Retail,F3,Existing,18947,1154719,28,7,2020,Retirees,Families,60.94
2020-07-06,CANADA,Retail,F1,Existing,24587,1323741,28,7,2020,Young Adults,Families,53.84
2020-07-06,SOUTH AMERICA,Retail,C3,Existing,1450,66956,28,7,2020,Retirees,Couples,46.18
2020-07-06,OCEANIA,Retail,C1,New,160783,3643428,28,7,2020,Young Adults,Couples,22.66
2020-07-06,EUROPE,Shopify,C1,New,6,1167,28,7,2020,Young Adults,Couples,194.50
2020-07-06,ASIA,Retail,C3,Existing,248855,11188175,28,7,2020,Retirees,Couples,44.96
2020-07-06,SOUTH AMERICA,Retail,unknown,Guest,396358,16364768,28,7,2020,unknown,unknown,41.29
2020-07-06,OCEANIA,Shopify,C4,New,76,9796,28,7,2020,Retirees,Couples,128.89
2020-07-06,ASIA,Shopify,F2,New,195,26990,28,7,2020,Middle Aged,Families,138.41
2020-07-06,SOUTH AMERICA,Shopify,unknown,Existing,4,901,28,7,2020,unknown,unknown,225.25
2020-07-06,USA,Retail,C1,Existing,58791,2469632,28,7,2020,Young Adults,Couples,42.01
2020-07-06,USA,Shopify,unknown,Guest,2402,435958,28,7,2020,unknown,unknown,181.50
2020-07-06,EUROPE,Shopify,unknown,Existing,26,8915,28,7,2020,unknown,unknown,342.88
2020-07-06,AFRICA,Shopify,unknown,New,293,55226,28,7,2020,unknown,unknown,188.48
2020-07-06,OCEANIA,Shopify,C4,Existing,614,113658,28,7,2020,Retirees,Couples,185.11
2020-07-06,CANADA,Shopify,C3,New,81,12924,28,7,2020,Retirees,Couples,159.56
2020-07-06,SOUTH AMERICA,Retail,C1,New,2489,52659,28,7,2020,Young Adults,Couples,21.16
2020-07-06,OCEANIA,Retail,C4,New,60698,1852468,28,7,2020,Retirees,Couples,30.52
2020-07-06,EUROPE,Retail,C2,Existing,10224,507582,28,7,2020,Middle Aged,Couples,49.65
2020-07-06,EUROPE,Shopify,F1,New,2,338,28,7,2020,Young Adults,Families,169.00
2020-07-06,AFRICA,Retail,C2,Existing,115838,4986083,28,7,2020,Middle Aged,Couples,43.04
2020-07-06,AFRICA,Retail,C3,Existing,294716,14964981,28,7,2020,Retirees,Couples,50.78
2020-07-06,CANADA,Retail,C4,New,12397,403284,28,7,2020,Retirees,Couples,32.53
2020-07-06,CANADA,Retail,C1,New,28872,752634,28,7,2020,Young Adults,Couples,26.07
2020-07-06,CANADA,Shopify,C1,Existing,491,80992,28,7,2020,Young Adults,Couples,164.95
2020-07-06,SOUTH AMERICA,Retail,F1,Existing,833,35417,28,7,2020,Young Adults,Families,42.52
2020-07-06,EUROPE,Shopify,C2,Existing,159,47716,28,7,2020,Middle Aged,Couples,300.10
2020-07-06,AFRICA,Retail,F1,Existing,103142,5542204,28,7,2020,Young Adults,Families,53.73
2020-07-06,USA,Retail,C4,New,18089,637462,28,7,2020,Retirees,Couples,35.24
2020-07-06,EUROPE,Retail,F3,New,1890,82262,28,7,2020,Retirees,Families,43.52
2020-07-06,USA,Shopify,unknown,New,142,26208,28,7,2020,unknown,unknown,184.56
2020-07-06,CANADA,Shopify,C2,New,85,11303,28,7,2020,Middle Aged,Couples,132.98
2020-07-06,SOUTH AMERICA,Shopify,C1,Existing,55,9889,28,7,2020,Young Adults,Couples,179.80
2020-07-06,CANADA,Retail,C3,Existing,62908,3254599,28,7,2020,Retirees,Couples,51.74
2020-07-06,OCEANIA,Shopify,F2,New,277,45209,28,7,2020,Middle Aged,Families,163.21
2020-07-06,AFRICA,Retail,F3,Existing,412968,23549192,28,7,2020,Retirees,Families,57.02
2020-07-06,SOUTH AMERICA,Shopify,F3,New,3,520,28,7,2020,Retirees,Families,173.33
2020-07-06,SOUTH AMERICA,Shopify,C3,New,21,2996,28,7,2020,Retirees,Couples,142.67
2020-07-06,AFRICA,Retail,F3,New,66724,2383015,28,7,2020,Retirees,Families,35.71
2020-07-06,USA,Shopify,C1,New,115,14544,28,7,2020,Young Adults,Couples,126.47
2020-07-06,SOUTH AMERICA,Shopify,C1,New,15,1890,28,7,2020,Young Adults,Couples,126.00
2020-07-06,OCEANIA,Retail,C2,Existing,168294,6472357,28,7,2020,Middle Aged,Couples,38.46
2020-07-06,USA,Retail,F1,Existing,42080,2436037,28,7,2020,Young Adults,Families,57.89
2020-07-06,SOUTH AMERICA,Shopify,C4,Existing,9,1655,28,7,2020,Retirees,Couples,183.89
2020-07-06,SOUTH AMERICA,Retail,F1,New,298,11174,28,7,2020,Young Adults,Families,37.50
2020-07-06,CANADA,Shopify,unknown,Existing,73,13288,28,7,2020,unknown,unknown,182.03
2020-07-06,CANADA,Retail,C4,Existing,29276,1472205,28,7,2020,Retirees,Couples,50.29
2020-07-06,USA,Shopify,unknown,Existing,160,30361,28,7,2020,unknown,unknown,189.76
2020-07-06,SOUTH AMERICA,Shopify,C2,New,32,5242,28,7,2020,Middle Aged,Couples,163.81
2020-07-06,AFRICA,Shopify,C3,New,277,45866,28,7,2020,Retirees,Couples,165.58
2020-07-06,CANADA,Retail,unknown,Existing,7169,330861,28,7,2020,unknown,unknown,46.15
2020-07-06,ASIA,Shopify,C2,New,355,44553,28,7,2020,Middle Aged,Couples,125.50
2020-07-06,ASIA,Shopify,C1,Existing,1137,190268,28,7,2020,Young Adults,Couples,167.34
2020-07-06,USA,Retail,C1,New,35274,943414,28,7,2020,Young Adults,Couples,26.75
2020-07-06,OCEANIA,Shopify,C1,New,386,46728,28,7,2020,Young Adults,Couples,121.06
2020-07-06,EUROPE,Shopify,F3,Existing,89,20453,28,7,2020,Retirees,Families,229.81
2020-07-06,ASIA,Retail,C1,New,123627,2669073,28,7,2020,Young Adults,Couples,21.59
2020-07-06,CANADA,Shopify,F1,New,55,7305,28,7,2020,Young Adults,Families,132.82
2020-07-06,CANADA,Retail,C2,Existing,23187,1019429,28,7,2020,Middle Aged,Couples,43.97
2020-07-06,SOUTH AMERICA,Retail,F3,New,325,11639,28,7,2020,Retirees,Families,35.81
2020-07-06,ASIA,Retail,C4,New,49335,1375040,28,7,2020,Retirees,Couples,27.87
2020-07-06,EUROPE,Retail,C3,New,4501,190014,28,7,2020,Retirees,Couples,42.22
2020-07-06,OCEANIA,Retail,F1,Existing,148434,7387040,28,7,2020,Young Adults,Families,49.77
2020-07-06,USA,Shopify,C4,New,21,3558,28,7,2020,Retirees,Couples,169.43
2020-07-06,AFRICA,Shopify,C2,New,299,45134,28,7,2020,Middle Aged,Couples,150.95
2020-07-06,ASIA,Retail,F2,Existing,223597,11439615,28,7,2020,Middle Aged,Families,51.16
2020-07-06,ASIA,Shopify,C4,Existing,265,46193,28,7,2020,Retirees,Couples,174.31
2020-07-06,SOUTH AMERICA,Retail,C4,New,255,10863,28,7,2020,Retirees,Couples,42.60
2020-07-06,SOUTH AMERICA,Retail,C4,Existing,392,18464,28,7,2020,Retirees,Couples,47.10
2020-07-06,ASIA,Shopify,F3,New,80,11396,28,7,2020,Retirees,Families,142.45
2020-07-06,CANADA,Retail,C2,New,14558,461684,28,7,2020,Middle Aged,Couples,31.71
2020-07-06,SOUTH AMERICA,Shopify,C2,Existing,122,23995,28,7,2020,Middle Aged,Couples,196.68
2020-07-06,EUROPE,Shopify,unknown,Guest,275,62607,28,7,2020,unknown,unknown,227.66
2020-07-06,ASIA,Shopify,F1,New,143,20817,28,7,2020,Young Adults,Families,145.57
2020-07-06,OCEANIA,Shopify,F3,New,141,21435,28,7,2020,Retirees,Families,152.02
2020-07-06,CANADA,Shopify,unknown,New,81,12835,28,7,2020,unknown,unknown,158.46
2020-07-06,CANADA,Shopify,F3,Existing,555,105029,28,7,2020,Retirees,Families,189.24
2020-07-06,AFRICA,Retail,C4,New,46195,1535122,28,7,2020,Retirees,Couples,33.23
2020-07-06,USA,Retail,C2,New,26006,895842,28,7,2020,Middle Aged,Couples,34.45
2020-07-06,CANADA,Shopify,F3,New,23,3613,28,7,2020,Retirees,Families,157.09
2020-07-06,ASIA,Retail,C2,New,84261,2165894,28,7,2020,Middle Aged,Couples,25.70
2020-07-06,USA,Retail,F2,New,27329,1047479,28,7,2020,Middle Aged,Families,38.33
2020-07-06,OCEANIA,Shopify,unknown,New,405,62554,28,7,2020,unknown,unknown,154.45
2020-07-06,USA,Shopify,F3,New,43,8047,28,7,2020,Retirees,Families,187.14
2020-07-06,EUROPE,Retail,C3,Existing,16543,926391,28,7,2020,Retirees,Couples,56.00
2020-07-06,USA,Shopify,C1,Existing,683,122755,28,7,2020,Young Adults,Couples,179.73
2020-07-06,USA,Shopify,C2,New,192,43697,28,7,2020,Middle Aged,Couples,227.59
2020-07-06,AFRICA,Retail,unknown,New,54550,2200505,28,7,2020,unknown,unknown,40.34
2020-07-06,ASIA,Retail,F1,Existing,97504,4643858,28,7,2020,Young Adults,Families,47.63
2020-07-06,AFRICA,Shopify,C4,Existing,381,74071,28,7,2020,Retirees,Couples,194.41
2020-07-06,EUROPE,Retail,F2,New,1849,82969,28,7,2020,Middle Aged,Families,44.87
2020-07-06,ASIA,Retail,C1,Existing,185786,6182738,28,7,2020,Young Adults,Couples,33.28
2020-07-06,ASIA,Shopify,unknown,Existing,287,53017,28,7,2020,unknown,unknown,184.73
2020-07-06,OCEANIA,Shopify,F3,Existing,3069,646393,28,7,2020,Retirees,Families,210.62
2020-06-29,OCEANIA,Shopify,C2,Existing,4102,771649,27,6,2020,Middle Aged,Couples,188.12
2020-06-29,USA,Shopify,F1,Existing,1345,248186,27,6,2020,Young Adults,Families,184.52
2020-06-29,SOUTH AMERICA,Retail,C2,Existing,1044,41232,27,6,2020,Middle Aged,Couples,39.49
2020-06-29,SOUTH AMERICA,Shopify,C4,New,2,746,27,6,2020,Retirees,Couples,373.00
2020-06-29,EUROPE,Shopify,F3,Existing,77,17430,27,6,2020,Retirees,Families,226.36
2020-06-29,OCEANIA,Retail,F3,Existing,542856,28788145,27,6,2020,Retirees,Families,53.03
2020-06-29,ASIA,Shopify,C3,Existing,1866,357156,27,6,2020,Retirees,Couples,191.40
2020-06-29,CANADA,Retail,F2,Existing,60640,3222249,27,6,2020,Middle Aged,Families,53.14
2020-06-29,EUROPE,Retail,F3,New,1998,83692,27,6,2020,Retirees,Families,41.89
2020-06-29,SOUTH AMERICA,Shopify,unknown,New,32,6219,27,6,2020,unknown,unknown,194.34
2020-06-29,USA,Shopify,F2,Existing,1778,339336,27,6,2020,Middle Aged,Families,190.85
2020-06-29,CANADA,Shopify,C4,Existing,96,18485,27,6,2020,Retirees,Couples,192.55
2020-06-29,ASIA,Retail,F2,New,65388,2033692,27,6,2020,Middle Aged,Families,31.10
2020-06-29,AFRICA,Shopify,C1,New,243,31393,27,6,2020,Young Adults,Couples,129.19
2020-06-29,ASIA,Retail,F3,New,81540,2509564,27,6,2020,Retirees,Families,30.78
2020-06-29,EUROPE,Shopify,F2,New,7,865,27,6,2020,Middle Aged,Families,123.57
2020-06-29,AFRICA,Retail,F3,Existing,401071,22101960,27,6,2020,Retirees,Families,55.11
2020-06-29,SOUTH AMERICA,Retail,C4,New,241,8563,27,6,2020,Retirees,Couples,35.53
2020-06-29,CANADA,Shopify,C4,New,18,2444,27,6,2020,Retirees,Couples,135.78
2020-06-29,AFRICA,Retail,C2,New,57209,1753657,27,6,2020,Middle Aged,Couples,30.65
2020-06-29,USA,Retail,unknown,Guest,533207,16297956,27,6,2020,unknown,unknown,30.57
2020-06-29,SOUTH AMERICA,Retail,F1,Existing,779,31008,27,6,2020,Young Adults,Families,39.80
2020-06-29,EUROPE,Shopify,C2,Existing,141,40816,27,6,2020,Middle Aged,Couples,289.48
2020-06-29,SOUTH AMERICA,Shopify,C1,New,17,2311,27,6,2020,Young Adults,Couples,135.94
2020-06-29,CANADA,Retail,F3,Existing,92739,5151347,27,6,2020,Retirees,Families,55.55
2020-06-29,ASIA,Retail,unknown,Guest,1900388,47898629,27,6,2020,unknown,unknown,25.20
2020-06-29,EUROPE,Retail,C1,New,4539,137746,27,6,2020,Young Adults,Couples,30.35
2020-06-29,ASIA,Shopify,F2,Existing,2591,474829,27,6,2020,Middle Aged,Families,183.26
2020-06-29,EUROPE,Retail,F3,Existing,18952,1142258,27,6,2020,Retirees,Families,60.27
2020-06-29,OCEANIA,Retail,F3,New,103176,3387378,27,6,2020,Retirees,Families,32.83
2020-06-29,EUROPE,Shopify,F3,New,2,337,27,6,2020,Retirees,Families,168.50
2020-06-29,CANADA,Shopify,unknown,Existing,95,15402,27,6,2020,unknown,unknown,162.13
2020-06-29,AFRICA,Shopify,C3,Existing,2396,473733,27,6,2020,Retirees,Couples,197.72
2020-06-29,USA,Shopify,C2,New,217,32127,27,6,2020,Middle Aged,Couples,148.05
2020-06-29,CANADA,Shopify,F3,New,25,3372,27,6,2020,Retirees,Families,134.88
2020-06-29,CANADA,Retail,F2,New,17252,621849,27,6,2020,Middle Aged,Families,36.05
2020-06-29,CANADA,Shopify,C1,New,92,10224,27,6,2020,Young Adults,Couples,111.13
2020-06-29,ASIA,Retail,unknown,Existing,32696,1283298,27,6,2020,unknown,unknown,39.25
2020-06-29,AFRICA,Shopify,F2,New,247,38761,27,6,2020,Middle Aged,Families,156.93
2020-06-29,USA,Shopify,C3,New,139,32575,27,6,2020,Retirees,Couples,234.35
2020-06-29,USA,Retail,C2,Existing,42982,2069075,27,6,2020,Middle Aged,Couples,48.14
2020-06-29,EUROPE,Shopify,unknown,Existing,21,4328,27,6,2020,unknown,unknown,206.10
2020-06-29,SOUTH AMERICA,Shopify,F3,New,1,261,27,6,2020,Retirees,Families,261.00
2020-06-29,USA,Retail,F2,Existing,90522,5126468,27,6,2020,Middle Aged,Families,56.63
2020-06-29,AFRICA,Retail,F1,New,22414,818184,27,6,2020,Young Adults,Families,36.50
2020-06-29,OCEANIA,Shopify,F2,New,334,49917,27,6,2020,Middle Aged,Families,149.45
2020-06-29,EUROPE,Retail,C3,New,4556,194204,27,6,2020,Retirees,Couples,42.63
2020-06-29,CANADA,Shopify,C3,Existing,758,137468,27,6,2020,Retirees,Couples,181.36
2020-06-29,USA,Retail,C1,Existing,57014,2312994,27,6,2020,Young Adults,Couples,40.57
2020-06-29,OCEANIA,Retail,C3,Existing,343336,16476365,27,6,2020,Retirees,Couples,47.99
2020-06-29,EUROPE,Shopify,C3,Existing,152,47122,27,6,2020,Retirees,Couples,310.01
2020-06-29,AFRICA,Retail,C2,Existing,113892,4820666,27,6,2020,Middle Aged,Couples,42.33
2020-06-29,OCEANIA,Retail,C2,Existing,169997,6426709,27,6,2020,Middle Aged,Couples,37.80
2020-06-29,USA,Retail,F1,Existing,40942,2353412,27,6,2020,Young Adults,Families,57.48
2020-06-29,OCEANIA,Shopify,C4,New,73,8766,27,6,2020,Retirees,Couples,120.08
2020-06-29,OCEANIA,Shopify,C3,Existing,4116,808388,27,6,2020,Retirees,Couples,196.40
2020-06-29,ASIA,Retail,unknown,New,60798,1983459,27,6,2020,unknown,unknown,32.62
2020-06-29,USA,Shopify,unknown,Existing,144,26020,27,6,2020,unknown,unknown,180.69
2020-06-29,OCEANIA,Retail,C4,New,63522,1953580,27,6,2020,Retirees,Couples,30.75
2020-06-29,EUROPE,Retail,C2,Existing,10157,493184,27,6,2020,Middle Aged,Couples,48.56
2020-06-29,SOUTH AMERICA,Shopify,C3,New,17,2359,27,6,2020,Retirees,Couples,138.76
2020-06-29,EUROPE,Shopify,C4,New,2,549,27,6,2020,Retirees,Couples,274.50
2020-06-29,OCEANIA,Retail,C1,New,162185,3613601,27,6,2020,Young Adults,Couples,22.28
2020-06-29,EUROPE,Shopify,C1,New,8,1229,27,6,2020,Young Adults,Couples,153.63
2020-06-29,SOUTH AMERICA,Shopify,F2,New,7,1039,27,6,2020,Middle Aged,Families,148.43
2020-06-29,EUROPE,Retail,C4,Existing,5774,315699,27,6,2020,Retirees,Couples,54.68
2020-03-23,USA,Shopify,F3,New,40,6197,13,3,2020,Retirees,Families,154.93
2020-06-29,EUROPE,Retail,F2,New,1835,81944,27,6,2020,Middle Aged,Families,44.66
2020-06-29,ASIA,Retail,C1,Existing,183164,5970777,27,6,2020,Young Adults,Couples,32.60
2020-06-29,CANADA,Retail,C2,New,14828,471006,27,6,2020,Middle Aged,Couples,31.76
2020-06-29,AFRICA,Retail,unknown,Existing,34080,1478098,27,6,2020,unknown,unknown,43.37
2020-06-29,OCEANIA,Shopify,C1,New,395,48331,27,6,2020,Young Adults,Couples,122.36
2020-06-29,CANADA,Shopify,C1,Existing,520,82717,27,6,2020,Young Adults,Couples,159.07
2020-06-29,ASIA,Retail,C3,Existing,245219,11041636,27,6,2020,Retirees,Couples,45.03
2020-06-29,SOUTH AMERICA,Shopify,F2,Existing,31,6042,27,6,2020,Middle Aged,Families,194.90
2020-06-29,SOUTH AMERICA,Retail,C3,Existing,1499,71681,27,6,2020,Retirees,Couples,47.82
2020-06-29,SOUTH AMERICA,Retail,F2,New,442,17908,27,6,2020,Middle Aged,Families,40.52
2020-06-29,CANADA,Retail,unknown,Guest,393659,11034700,27,6,2020,unknown,unknown,28.03
2020-06-29,AFRICA,Retail,F1,Existing,101685,5366430,27,6,2020,Young Adults,Families,52.78
2020-06-29,AFRICA,Retail,C4,Existing,122158,6235333,27,6,2020,Retirees,Couples,51.04
2020-06-29,EUROPE,Retail,F1,Existing,7124,418206,27,6,2020,Young Adults,Families,58.70
2020-06-29,SOUTH AMERICA,Retail,C3,New,957,34465,27,6,2020,Retirees,Couples,36.01
2020-06-29,ASIA,Shopify,C4,Existing,267,46263,27,6,2020,Retirees,Couples,173.27
2020-06-29,EUROPE,Retail,F1,New,924,38169,27,6,2020,Young Adults,Families,41.31
2020-06-29,USA,Retail,C4,New,18211,645361,27,6,2020,Retirees,Couples,35.44
2020-06-29,SOUTH AMERICA,Shopify,C2,New,34,5232,27,6,2020,Middle Aged,Couples,153.88
2020-06-29,ASIA,Retail,F1,Existing,96589,4591704,27,6,2020,Young Adults,Families,47.54
2020-06-29,OCEANIA,Retail,C3,New,147185,4686381,27,6,2020,Retirees,Couples,31.84
2020-06-29,ASIA,Shopify,F1,Existing,2015,346893,27,6,2020,Young Adults,Families,172.16
2020-06-29,OCEANIA,Retail,unknown,Guest,2429712,63043806,27,6,2020,unknown,unknown,25.95
2020-06-29,EUROPE,Shopify,unknown,Guest,285,74791,27,6,2020,unknown,unknown,262.42
2020-06-29,AFRICA,Retail,C4,New,47569,1605875,27,6,2020,Retirees,Couples,33.76
2020-06-29,CANADA,Shopify,C2,New,96,11368,27,6,2020,Middle Aged,Couples,118.42
2020-06-29,USA,Retail,C2,New,25718,868246,27,6,2020,Middle Aged,Couples,33.76
