"travel_code","user_code","hotel_name","city","state","stay_duration","price","total","checkin_date","checkout_date"
17843,177,"Hotel AU","Recife ","PE",2,"312.83","625.66","2021-03-11","2021-03-13"
17845,177,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2021-03-25","2021-03-29"
17848,177,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2021-04-15","2021-04-17"
17854,177,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2021-05-27","2021-05-29"
17856,177,"Hotel BD","Natal ","RN",1,"242.88","242.88","2021-06-10","2021-06-11"
17865,177,"Hotel BD","Natal ","RN",1,"242.88","242.88","2021-08-12","2021-08-13"
17866,177,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-08-19","2021-08-20"
17875,177,"Hotel BD","Natal ","RN",4,"242.88","971.52","2021-10-21","2021-10-25"
17876,177,"Hotel K","Salvador ","BH",1,"263.41","263.41","2021-10-28","2021-10-29"
17878,177,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2021-11-11","2021-11-15"
17879,177,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2021-11-18","2021-11-22"
17882,177,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2021-12-09","2021-12-10"
17884,177,"Hotel BD","Natal ","RN",4,"242.88","971.52","2021-12-23","2021-12-27"
17887,177,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2022-01-13","2022-01-14"
17888,177,"Hotel AU","Recife ","PE",1,"312.83","312.83","2022-01-20","2022-01-21"
17896,177,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2022-03-17","2022-03-18"
17901,177,"Hotel BD","Natal ","RN",3,"242.88","728.64","2022-04-21","2022-04-24"
17902,177,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2022-04-28","2022-05-01"
17905,177,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2022-05-19","2022-05-23"
17911,177,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2022-06-30","2022-07-03"
17913,177,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2022-07-14","2022-07-18"
17920,178,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2019-10-03","2019-10-07"
17925,178,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2019-11-07","2019-11-11"
17927,178,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2019-11-21","2019-11-22"
17939,178,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-02-13","2020-02-14"
17944,178,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2020-03-19","2020-03-23"
17947,178,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-04-09","2020-04-13"
17950,178,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2020-04-30","2020-05-01"
17951,178,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2020-05-07","2020-05-08"
17952,178,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2020-05-14","2020-05-16"
17954,178,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-05-28","2020-05-29"
17955,178,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-06-04","2020-06-06"
17956,178,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2020-06-11","2020-06-13"
17961,178,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-07-16","2020-07-17"
17963,178,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2020-07-30","2020-08-03"
17964,178,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-08-06","2020-08-08"
17965,178,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2020-08-13","2020-08-14"
17969,178,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-09-10","2020-09-12"
17970,178,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2020-09-17","2020-09-20"
17972,178,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2020-10-01","2020-10-04"
17975,178,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-10-22","2020-10-25"
17976,178,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2020-10-29","2020-10-30"
17977,178,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-11-05","2020-11-06"
17979,178,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2020-11-19","2020-11-22"
17980,178,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-11-26","2020-11-27"
17981,178,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-12-03","2020-12-07"
17986,178,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2021-01-07","2021-01-09"
17987,178,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2021-01-14","2021-01-18"
17989,178,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2021-01-28","2021-01-31"
17991,178,"Hotel K","Salvador ","BH",1,"263.41","263.41","2021-02-11","2021-02-12"
17993,178,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-02-25","2021-02-26"
17994,178,"Hotel BD","Natal ","RN",4,"242.88","971.52","2021-03-04","2021-03-08"
17996,178,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2021-03-18","2021-03-19"
17997,178,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2021-03-25","2021-03-27"
17998,178,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2021-04-01","2021-04-05"
18001,178,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-04-22","2021-04-24"
18002,178,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2021-04-29","2021-05-01"
18005,178,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-05-20","2021-05-21"
18008,178,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2021-06-10","2021-06-13"
18009,178,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-06-17","2021-06-21"
18012,178,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2021-07-08","2021-07-11"
18014,178,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-07-22","2021-07-23"
18016,178,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2021-08-05","2021-08-09"
18017,178,"Hotel AU","Recife ","PE",2,"312.83","625.66","2021-08-12","2021-08-14"
18020,178,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2021-09-02","2021-09-06"
18023,178,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2021-09-23","2021-09-26"
18024,178,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-09-30","2021-10-03"
18025,178,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2021-10-07","2021-10-11"
18026,178,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-10-14","2021-10-16"
18031,178,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-11-18","2021-11-22"
18035,178,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-12-16","2021-12-20"
18036,178,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2021-12-23","2021-12-26"
18038,178,"Hotel A","Florianopolis ","SC",4,"313.02","1252.08","2022-01-06","2022-01-10"
18040,178,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2022-01-20","2022-01-24"
18048,178,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2022-03-17","2022-03-21"
18050,179,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2019-09-26","2019-09-29"
18051,179,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2019-10-03","2019-10-04"
18057,179,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2019-11-14","2019-11-17"
18060,179,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2019-12-05","2019-12-07"
18062,179,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2019-12-19","2019-12-22"
18067,179,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-01-23","2020-01-26"
18070,179,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-02-13","2020-02-14"
18073,179,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2020-03-05","2020-03-06"
18086,179,"Hotel BD","Natal ","RN",1,"242.88","242.88","2020-06-04","2020-06-05"
18089,179,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2020-06-25","2020-06-27"
18094,179,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2020-07-30","2020-07-31"
18096,179,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-08-13","2020-08-17"
18099,179,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2020-09-03","2020-09-04"
18100,179,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-09-10","2020-09-12"
18101,179,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2020-09-17","2020-09-20"
18102,179,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2020-09-24","2020-09-28"
18105,179,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2020-10-15","2020-10-16"
18108,179,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2020-11-05","2020-11-08"
18119,179,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2021-01-21","2021-01-23"
18121,179,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2021-02-04","2021-02-07"
18124,179,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2021-02-25","2021-02-27"
18126,179,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-03-11","2021-03-15"
18127,179,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2021-03-18","2021-03-19"
18128,179,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2021-03-25","2021-03-27"
18131,179,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-04-15","2021-04-19"
18141,180,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2019-10-03","2019-10-07"
18143,180,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2019-10-17","2019-10-20"
18145,180,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2019-10-31","2019-11-01"
18148,180,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2019-11-21","2019-11-25"
18149,180,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2019-11-28","2019-11-29"
18150,180,"Hotel BD","Natal ","RN",4,"242.88","971.52","2019-12-05","2019-12-09"
18152,180,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2019-12-19","2019-12-23"
18154,180,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-01-02","2020-01-03"
18157,180,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2020-01-23","2020-01-26"
18163,180,"Hotel BD","Natal ","RN",3,"242.88","728.64","2020-03-05","2020-03-08"
18164,180,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-03-12","2020-03-16"
18172,180,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2020-05-07","2020-05-10"
18173,180,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2020-05-14","2020-05-17"
18176,180,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2020-06-04","2020-06-05"
18179,180,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2020-06-25","2020-06-27"
18188,180,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-08-27","2020-08-31"
18196,180,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-10-22","2020-10-24"
18198,180,"Hotel BD","Natal ","RN",1,"242.88","242.88","2020-11-05","2020-11-06"
18202,180,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2020-12-03","2020-12-05"
18203,180,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-12-10","2020-12-13"
18206,180,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-12-31","2021-01-03"
18207,180,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2021-01-07","2021-01-11"
18208,180,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2021-01-14","2021-01-18"
18210,180,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2021-01-28","2021-01-30"
18211,180,"Hotel AU","Recife ","PE",2,"312.83","625.66","2021-02-04","2021-02-06"
18212,180,"Hotel BD","Natal ","RN",3,"242.88","728.64","2021-02-11","2021-02-14"
18213,180,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2021-02-18","2021-02-22"
18218,180,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-03-25","2021-03-27"
18222,180,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2021-04-22","2021-04-26"
18225,180,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-05-13","2021-05-15"
18226,180,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2021-05-20","2021-05-21"
18228,180,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2021-06-03","2021-06-05"
18235,180,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2021-07-22","2021-07-23"
18236,180,"Hotel BD","Natal ","RN",3,"242.88","728.64","2021-07-29","2021-08-01"
18243,180,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-09-16","2021-09-20"
18245,180,"Hotel K","Salvador ","BH",2,"263.41","526.82","2021-09-30","2021-10-02"
18246,180,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2021-10-07","2021-10-09"
18250,180,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-11-04","2021-11-08"
18251,180,"Hotel A","Florianopolis ","SC",4,"313.02","1252.08","2021-11-11","2021-11-15"
18265,180,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2022-02-17","2022-02-20"
18270,180,"Hotel BD","Natal ","RN",3,"242.88","728.64","2022-03-24","2022-03-27"
18274,181,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2019-10-10","2019-10-11"
18280,181,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2019-11-21","2019-11-25"
18281,181,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2019-11-28","2019-12-01"
18290,181,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2020-01-30","2020-02-01"
18293,181,"Hotel BD","Natal ","RN",1,"242.88","242.88","2020-02-20","2020-02-21"
18297,181,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2020-03-19","2020-03-20"
18298,181,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2020-03-26","2020-03-27"
18303,181,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-04-30","2020-05-02"
18312,181,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-07-02","2020-07-03"
18315,181,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2020-07-23","2020-07-24"
18319,181,"Hotel A","Florianopolis ","SC",4,"313.02","1252.08","2020-08-20","2020-08-24"
18323,181,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-09-17","2020-09-18"
18326,181,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2020-10-08","2020-10-11"
18328,181,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-10-22","2020-10-26"
18330,181,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-11-05","2020-11-09"
18331,181,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2020-11-12","2020-11-15"
18347,181,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2021-03-04","2021-03-07"
18348,181,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-03-11","2021-03-13"
18349,181,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2021-03-18","2021-03-21"
18350,181,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2021-03-25","2021-03-29"
18352,181,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-04-08","2021-04-09"
18353,181,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-04-15","2021-04-19"
18376,182,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2019-10-24","2019-10-25"
18379,182,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2019-11-14","2019-11-18"
18380,182,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2019-11-21","2019-11-25"
18382,182,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2019-12-05","2019-12-09"
18383,182,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2019-12-12","2019-12-14"
18386,182,"Hotel BD","Natal ","RN",3,"242.88","728.64","2020-01-02","2020-01-05"
18387,182,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-01-09","2020-01-11"
18390,182,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-01-30","2020-02-03"
18391,182,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-02-06","2020-02-10"
18392,182,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2020-02-13","2020-02-17"
18395,182,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-03-05","2020-03-07"
18397,182,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-03-19","2020-03-21"
18401,182,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-04-16","2020-04-20"
18402,182,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-04-23","2020-04-24"
18405,182,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2020-05-14","2020-05-18"
18409,182,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-06-11","2020-06-13"
18410,182,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2020-06-18","2020-06-22"
18414,182,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2020-07-16","2020-07-20"
18417,182,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-08-06","2020-08-08"
18418,182,"Hotel BD","Natal ","RN",1,"242.88","242.88","2020-08-13","2020-08-14"
18422,182,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-09-10","2020-09-11"
18423,182,"Hotel BD","Natal ","RN",3,"242.88","728.64","2020-09-17","2020-09-20"
18430,182,"Hotel BD","Natal ","RN",4,"242.88","971.52","2020-11-05","2020-11-09"
18431,182,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2020-11-12","2020-11-14"
18437,182,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2020-12-24","2020-12-28"
18438,182,"Hotel AU","Recife ","PE",1,"312.83","312.83","2020-12-31","2021-01-01"
18439,182,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-01-07","2021-01-10"
18448,182,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2021-03-11","2021-03-13"
18456,182,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2021-05-06","2021-05-08"
18457,182,"Hotel AU","Recife ","PE",3,"312.83","938.49","2021-05-13","2021-05-16"
18460,182,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2021-06-03","2021-06-05"
18462,182,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2021-06-17","2021-06-19"
18463,182,"Hotel BD","Natal ","RN",3,"242.88","728.64","2021-06-24","2021-06-27"
18469,182,"Hotel AU","Recife ","PE",3,"312.83","938.49","2021-08-05","2021-08-08"
18475,182,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2021-09-16","2021-09-19"
18477,182,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2021-09-30","2021-10-03"
18478,182,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2021-10-07","2021-10-09"
18479,182,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-10-14","2021-10-15"
18480,182,"Hotel BD","Natal ","RN",3,"242.88","728.64","2021-10-21","2021-10-24"
18482,182,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2021-11-04","2021-11-07"
18485,182,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-11-25","2021-11-27"
18490,183,"Hotel AU","Recife ","PE",2,"312.83","625.66","2019-10-17","2019-10-19"
18491,183,"Hotel BD","Natal ","RN",1,"242.88","242.88","2019-10-24","2019-10-25"
18493,183,"Hotel BD","Natal ","RN",4,"242.88","971.52","2019-11-07","2019-11-11"
18495,183,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2019-11-21","2019-11-24"
18496,183,"Hotel K","Salvador ","BH",1,"263.41","263.41","2019-11-28","2019-11-29"
18497,183,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2019-12-05","2019-12-06"
18498,183,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2019-12-12","2019-12-14"
18502,183,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2020-01-09","2020-01-11"
18504,183,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2020-01-23","2020-01-26"
18505,183,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-01-30","2020-02-03"
18507,183,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-02-13","2020-02-16"
18510,183,"Hotel AU","Recife ","PE",3,"312.83","938.49","2020-03-05","2020-03-08"
18513,183,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-03-26","2020-03-28"
18514,183,"Hotel BD","Natal ","RN",4,"242.88","971.52","2020-04-02","2020-04-06"
18516,183,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-04-16","2020-04-19"
18520,183,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2020-05-14","2020-05-16"
18523,183,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-06-04","2020-06-06"
18533,183,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-08-13","2020-08-15"
18534,183,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-08-20","2020-08-22"
18538,183,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2020-09-17","2020-09-20"
18539,183,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-09-24","2020-09-26"
18541,183,"Hotel BD","Natal ","RN",1,"242.88","242.88","2020-10-08","2020-10-09"
18542,183,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-10-15","2020-10-19"
18551,183,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-12-17","2020-12-18"
18552,183,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2020-12-24","2020-12-25"
18553,183,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-12-31","2021-01-03"
18556,183,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-01-21","2021-01-25"
18568,183,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2021-04-15","2021-04-16"
18574,183,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-05-27","2021-05-29"
18582,183,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-07-22","2021-07-24"
18585,183,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2021-08-12","2021-08-14"
18589,183,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2021-09-09","2021-09-11"
18593,183,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2021-10-07","2021-10-09"
18594,183,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2021-10-14","2021-10-16"
18599,183,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2021-11-18","2021-11-19"
18600,183,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2021-11-25","2021-11-27"
18604,183,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-12-23","2021-12-27"
18607,183,"Hotel K","Salvador ","BH",2,"263.41","526.82","2022-01-13","2022-01-15"
18609,183,"Hotel K","Salvador ","BH",3,"263.41","790.23","2022-01-27","2022-01-30"
18614,183,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2022-03-03","2022-03-07"
18615,183,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2022-03-10","2022-03-13"
18619,183,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2022-04-07","2022-04-09"
18620,183,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2022-04-14","2022-04-15"
18621,183,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2022-04-21","2022-04-22"
18627,183,"Hotel BD","Natal ","RN",2,"242.88","485.76","2022-06-02","2022-06-04"
18628,183,"Hotel BD","Natal ","RN",4,"242.88","971.52","2022-06-09","2022-06-13"
18630,183,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2022-06-23","2022-06-25"
18636,183,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2022-08-04","2022-08-07"
18640,183,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2022-09-01","2022-09-04"
18646,183,"Hotel BD","Natal ","RN",4,"242.88","971.52","2022-10-13","2022-10-17"
18648,183,"Hotel AU","Recife ","PE",3,"312.83","938.49","2022-10-27","2022-10-30"
18657,183,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2022-12-29","2022-12-30"
18669,183,"Hotel AU","Recife ","PE",1,"312.83","312.83","2023-03-23","2023-03-24"
18672,183,"Hotel K","Salvador ","BH",2,"263.41","526.82","2023-04-13","2023-04-15"
18678,184,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2019-10-10","2019-10-12"
18682,184,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2019-11-07","2019-11-08"
18683,184,"Hotel K","Salvador ","BH",3,"263.41","790.23","2019-11-14","2019-11-17"
18688,184,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2019-12-19","2019-12-23"
18690,184,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2020-01-02","2020-01-04"
18693,184,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2020-01-23","2020-01-24"
18698,184,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-02-27","2020-02-29"
18701,184,"Hotel AU","Recife ","PE",3,"312.83","938.49","2020-03-19","2020-03-22"
18703,184,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2020-04-02","2020-04-03"
18704,184,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-04-09","2020-04-10"
18707,184,"Hotel AU","Recife ","PE",1,"312.83","312.83","2020-04-30","2020-05-01"
18710,184,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-05-21","2020-05-22"
18714,185,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2019-10-03","2019-10-07"
18718,185,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2019-10-31","2019-11-01"
18722,185,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2019-11-28","2019-11-29"
18731,185,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2020-01-30","2020-02-03"
18733,185,"Hotel BD","Natal ","RN",1,"242.88","242.88","2020-02-13","2020-02-14"
18739,185,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-03-26","2020-03-29"
18742,185,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-04-16","2020-04-18"
18743,185,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-04-23","2020-04-26"
18744,185,"Hotel BD","Natal ","RN",2,"242.88","485.76","2020-04-30","2020-05-02"
18747,185,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-05-21","2020-05-25"
18752,185,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-06-25","2020-06-27"
